6.04,45625,41410,45199,44457
6.05,45885,42239,44994,43673
6.06,45282,41445,45504,44411
6.07,45763,41691,44953,44235
6.08,45789,41848,44964,44076
6.09,45376,41715,45425,44229
6.1,45508,41573,45278,44377
6.11,45801,41480,44984,44532
6.12,46056,41445,44677,44551
6.13,45594,42045,45146,44022
6.14,45647,42208,45147,43764
6.15,45388,41927,45432,44023
6.16,45875,41726,44879,44222
6.17,45717,41766,45055,44176
6.18,45739,41386,45040,44424
6.19,45719,41827,45046,44071
6.2,45253,41591,45515,44174
6.21,45672,41533,45121,44200
6.22,45312,41616,45495,44063
6.23,45544,41276,45293,44380
6.24,45641,41305,45211,44313
6.25,45653,41093,45191,44468
6.26,45346,41836,45422,43745
6.27,45690,41554,44916,44040
6.28,45194,41773,45353,43752
6.29,45463,41703,45105,43830
6.3,45201,42039,46074,44265
6.31,45506,42031,45838,44241
6.32,45830,41895,45525,44325
6.33,46209,42364,45202,43999
6.34,45209,42095,46150,44378
6.35,46023,41762,45409,44541
6.36,45760,41596,45697,44636
6.37,46011,41718,45421,44538
6.38,45775,42376,45522,43851
6.39,46325,41911,44897,44229
6.4,45861,42014,45298,44008
6.41,45883,42507,45147,43512
6.42,45410,42931,45630,43001
6.43,45537,42076,45269,43704
6.44,45629,42367,45181,43320
6.45,45597,41785,45066,43790
6.46,45482,42216,45424,43502
6.47,45133,42612,45780,43034
6.48,45525,42472,45231,43139
6.49,45099,42691,45615,42812
6.5,45715,42117,44980,43316
6.51,45550,41959,44988,43485
6.52,45641,41979,44771,43294
6.53,46333,42201,44339,43333
6.54,45526,42321,45113,43177
6.55,46060,41742,44578,43650
6.56,45459,41620,45312,43865
6.57,44965,42492,45785,42958
6.58,45177,41631,45579,43706
6.59,44884,41997,45871,43313
6.6,45379,41141,45248,44203
6.61,45651,41389,44965,43932
6.62,45681,41542,44976,43690
6.63,45407,41808,45180,43545
6.64,46139,41057,44848,44858
6.65,46769,41797,44139,44230
6.66,45668,41612,45339,44451
6.67,45742,42177,45311,44146
6.68,45732,41672,45230,44688
6.69,46165,42037,44823,44340
6.7,45650,42383,45274,44023
6.71,45126,42163,45691,44215
6.72,45483,41827,45228,44519
6.73,45068,41515,45560,44798
6.74,45361,42357,45064,44019
6.75,45065,41493,45218,44828
6.76,45152,41365,44945,44715
6.77,45347,42166,44733,44103
6.78,45353,41727,44728,44424
6.79,45539,41464,44428,44773
6.8,45656,41843,44258,44418
6.81,45829,41718,43998,44430
6.82,46023,41164,43838,44806
6.83,45850,42027,43862,44273
6.84,45629,41705,44098,44453
6.85,45286,41420,44413,44676
6.86,44892,41338,44863,44724
6.87,44958,42210,44777,44013
6.88,44575,42252,45089,44077
6.89,45267,42252,44479,43936
6.9,44921,41666,44890,44375
6.91,45286,41796,44308,44290
6.92,44917,41973,44631,44175
6.93,45250,41042,44342,44905
6.94,44811,41835,44830,44120
6.95,44553,42232,45099,43776
6.96,45394,41393,44178,44535
6.97,44948,41435,44520,44409
6.98,44808,42066,44681,43750
6.99,45095,41111,44417,44555
7,44426,42094,45042,43623
7.01,45299,42025,44055,43629
7.02,44543,42133,44876,43427
7.03,44849,41741,44596,43711
7.04,44477,41732,44828,43501
7.05,44764,41812,44440,43430
7.06,44523,41980,44666,43232
7.07,44767,41453,44378,43654
7.08,44800,41412,44341,43639
7.09,44945,41560,44254,43553
7.1,44882,40511,44410,44430
7.11,45198,41242,44010,43851
7.12,45365,41737,43871,43295
7.13,45042,41690,44198,43380
7.14,44858,41295,44384,43727
7.15,45257,41077,43925,44034
7.16,44843,41713,44397,43487
7.17,45252,41192,43962,44058
7.18,45365,40843,43826,44429
7.19,44945,40786,44298,44462
7.2,45214,41310,43906,44053
7.21,44564,41775,44569,43753
7.22,44701,41629,44379,44023
7.23,44915,41194,44285,44411
7.24,45013,41429,44263,44308
7.25,44642,42015,44731,43803
7.26,44664,41792,44627,44086
7.27,45172,41648,44265,44239
7.28,44923,41457,44491,44529
7.29,44672,42369,44816,43636
7.3,45101,40594,44227,45323
7.31,44679,41620,44779,44368
7.32,45114,41871,44367,44082
7.33,44970,41824,44672,44132
7.34,45019,41169,44525,44904
7.35,44906,42131,44678,44101
7.36,45431,41766,44310,44572
7.37,45348,41776,44469,44583
7.38,44719,41568,45055,44795
7.39,45107,42037,44717,44498
7.4,45066,42269,44967,44208
7.41,45103,41993,44718,44725
7.42,45227,41813,44500,44871
7.43,45004,42544,44794,44245
7.44,45479,43037,43927,44211
7.45,45375,42166,44411,44727
7.46,45050,42325,44269,45068
7.47,45326,41781,44441,45223
7.48,45123,42552,43977,45126
7.49,44708,42087,45071,45096
7.5,44911,42622,44883,44661
7.51,44995,42579,44768,44760
7.52,45076,42755,44638,44574
7.53,44785,42960,44859,44503
7.54,45031,43337,44408,44390
7.55,45159,42726,44325,44888
7.56,44522,43058,44992,44629
7.57,45114,43538,44364,44260
7.58,44687,42782,44866,45161
7.59,44790,42973,44634,44933
7.6,44896,43268,44490,44852
7.61,44808,43836,44556,44297
7.62,44998,43272,44293,44714
7.63,44526,42727,44615,44989
7.64,44878,42280,44311,45452
7.65,44770,43369,44179,44405
7.66,44591,42824,44289,44916
7.67,44576,42873,44287,44768
7.68,44502,42905,44365,44611
7.69,44373,43221,44452,44243
7.7,44195,42812,44553,44574
7.71,44455,42287,44290,45019
7.72,44373,42923,44224,44286
7.73,43986,42694,44579,44472
7.74,44274,42760,44284,44452
7.75,44247,42495,44217,44683
7.76,43880,42864,44615,44313
7.77,44696,43094,44077,44439
7.78,44587,43049,44143,44478
7.79,44732,43203,44293,44580
7.8,44978,42923,43973,44847
7.81,44869,42170,44230,45570
7.82,43936,42612,45074,45254
7.83,44634,42665,44469,45300
7.84,44628,42355,44617,45638
7.85,44285,42360,44882,45668
7.86,45052,42252,44138,45811
7.87,44715,42963,44619,45391
7.88,44616,42698,44746,45578
7.89,44469,43289,44966,45283
7.9,44785,43451,44661,45291
7.91,44216,44418,45395,44633
7.92,44848,43468,44688,45511
7.93,45223,43814,44323,45175
7.94,44490,43461,44973,45428
7.95,44591,43700,44810,45153
7.96,44791,43376,44654,45531
7.97,44916,43142,44387,45764
7.98,44876,43089,44503,45830
7.99,44937,43010,44485,45728
8,44653,43686,44730,45081
8.01,44715,43657,44710,44993
8.02,44802,43163,44688,45455
8.03,44759,43708,44634,44854
8.04,44838,43276,44602,45234
8.05,44606,42827,44815,45510
8.06,44483,43252,44894,45230
8.07,44793,43358,44544,44836
8.08,44455,43162,44880,44991
8.09,44748,43040,44549,44996
8.1,44567,43170,44552,44967
8.11,44351,42840,44652,45172
8.12,44663,42779,44385,45205
8.13,43927,42767,45000,45172
8.14,44041,42887,44813,45114
8.15,43575,43308,45118,44819
8.16,44066,43303,44447,44909
8.17,43833,43042,44527,44971
8.18,44177,43045,44258,45065
8.19,44182,43237,44075,44706
8.2,43866,42983,44473,44898
8.21,44616,42026,43550,45833
8.22,44036,42878,44007,45078
8.23,45050,44070,42834,43998
8.24,44411,43526,43401,44523
8.25,43943,43003,43992,44918
8.26,44250,42317,43732,45577
8.27,43642,43001,44331,44958
8.28,44080,43191,44098,44667
8.29,43521,43440,44624,44424
8.3,43808,43100,44488,44733
8.31,43891,43029,44340,44865
8.32,44418,42588,43872,45321
8.33,44582,42918,43834,44913
8.34,43787,43652,44717,44223
8.35,44391,43276,43948,44678
8.36,44304,43014,44194,44854
8.37,44536,42769,43853,45080
8.38,44159,43015,44326,44903
8.39,44049,42670,44595,45225
8.4,44227,42981,44437,45056
8.41,43867,43186,44555,44758
8.42,43884,42368,44590,45713
8.43,43746,43046,44648,45194
8.44,44206,42591,44224,45648
8.45,44037,43146,44330,45109
8.46,43878,42904,44576,45293
8.47,44692,42957,43763,45295
8.48,44394,43358,44093,45126
8.49,44152,43049,44141,45293
8.5,44009,43807,44271,44689
8.51,43706,43335,44406,45274
8.52,43724,44027,44514,44711
8.53,43457,43473,44655,45250
8.54,44081,43898,44016,44820
8.55,44586,43308,43476,45343
8.56,44231,43499,43995,45147
8.57,43818,43182,44460,45392
8.58,44339,42623,43952,45863
8.59,44553,43049,43795,45480
8.6,44169,43117,44210,45491
8.61,44722,43000,43633,45607
8.62,45090,43172,43296,45500
8.63,44948,42865,43529,45707
8.64,44218,44355,44553,44230
8.65,44557,43375,44056,45293
8.66,44420,43891,44380,44684
8.67,44500,43126,44213,45446
8.68,44806,43053,44330,45156
8.69,44686,43693,44210,44961
8.7,44879,42979,44316,45428
8.71,44517,42945,44185,45596
8.72,44678,42895,44381,45498
8.73,44286,42780,44528,45905
8.74,44166,42392,44981,46057
8.75,44706,43375,44178,45401
